stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id
"20342","Seymour Station","-37.02439853","145.13851230","","vic:rail:SER","1","Level 0"
"20343","Shepparton Station","-36.38381106","145.40597310","","vic:rail:SNH","1","Level 0"
"20344","South Geelong Station","-38.15865863","144.35898705","","vic:rail:SOG","1","Level 0"
"20345","Springhurst Station","-36.18589340","146.47041695","","vic:rail:SHT","1","Level 0"
"20346","Stratford Station","-37.96704739","147.08146945","","vic:rail:STD","1","Level 0"
"20347","Swan Hill Station","-35.34111357","143.56234321","","vic:rail:SWL","1","Level 0"
"20348","Tallarook Station","-37.09233130","145.10279485","","vic:rail:TOK","1","Level 0"
"20349","Terang Station","-38.23621199","142.91147221","","vic:rail:TER","1","Level 0"
"20350","Trafalgar Station","-38.20724230","146.15477284","","vic:rail:TAR","1","Level 0"
"20351","Traralgon Station","-38.19854647","146.53890069","","vic:rail:TRN","1","Level 0"
"20352","Tynong Station","-38.08488125","145.62841889","","vic:rail:TYN","1","Level 0"
"20353","Violet Town Station","-36.63881606","145.71592345","","vic:rail:VTN","1","Level 0"
"20355","Wandong Station","-37.35524821","145.02661499","","vic:rail:WDG","1","Level 0"
"20356","Wangaratta Station","-36.35510089","146.31703846","","vic:rail:WRT","1","Level 0"
"20357","Warragul Station","-38.16478926","145.93282904","","vic:rail:WGL","1","Level 0"
"20358","Warrnambool Station","-38.38501396","142.47554504","","vic:rail:WBL","1","Level 0"
"20359","Winchelsea Station","-38.24013506","143.98413389","","vic:rail:WIA","1","Level 0"
"20360","Wodonga Station","-36.10582710","146.87126568","","vic:rail:WOD","1","Level 0"
"20361","Woodend Station","-37.35929126","144.52617876","","vic:rail:WNO","1","Level 0"
"20362","Yarragon Station","-38.20315754","146.06306280","","vic:rail:YON","1","Level 0"
"22238","Flinders Street Station","-37.81830513","144.96696435","","vic:rail:FSS","1","Level 0"
"22239","North Melbourne Station","-37.80755595","144.94216843","","vic:rail:NME","1","Level 0"
"22240","Footscray Station","-37.80157779","144.90214034","","vic:rail:FSY","1","Level 0"
"22241","Sunshine Station","-37.78833946","144.83246381","","vic:rail:SUN","1","Level 0"
"22244","Watergardens Station","-37.70097389","144.77409435","","vic:rail:WGS","1","Level 0"
"22247","Richmond Station","-37.82407446","144.99016426","","vic:rail:RMD","1","Level 0"
"22248","Caulfield Station","-37.87722507","145.04251962","","vic:rail:CFD","1","Level 1"
"22249","Clayton Station","-37.92456781","145.12068518","","vic:rail:CLA","1","Level 1"
"22250","Dandenong Station","-37.98996792","145.20972537","","vic:rail:DNG","1","Level 0"
"22251","Berwick Station","-38.03957740","145.34495854","","vic:rail:BEW","1","Level 0"
"22252","Pakenham Station","-38.08061383","145.48636768","","vic:rail:PKM","1","Level 0"
"22253","Essendon Station","-37.75600088","144.91609565","","vic:rail:ESD","1","Level 0"
"22254","Broadmeadows Station","-37.68295879","144.91959307","","vic:rail:BMS","1","Level 0"
"22257","Sherwood Park Station","-38.38639224","142.53887116","","vic:rail:SDP","1","Level 0"
"26135","Caulfield Rail Replacement Bus Stop","-37.87758588","145.04199844","","vic:rail:CFD","1","Level 0"
"26139","Clayton Rail Replacement Bus Stop","-37.92479163","145.12115730","","vic:rail:CLA","1","Level 0"
"26144","Craigieburn Rail Replacement Bus Stop","-37.60210856","144.94247408","","vic:rail:CGB","1","Level 0"
"26149","Dandenong Rail Replacement Bus Stop","-37.99064754","145.20997075","","vic:rail:DNG","1","Level 0"
"26164","Essendon Rail Replacement Bus Stop","-37.75624591","144.91670170","","vic:rail:ESD","1","Level 0"
"26170","Flinders Street Rail Replacement Bus Stop","-37.81798064","144.96591676","","vic:rail:FSS","1","Level 0"
"26171","Footscray Rail Replacement Bus Stop","-37.80132924","144.90134100","","vic:rail:FSY","1","Level 0"
"26263","Richmond Rail Replacement Bus Stop","-37.82486644","144.98957471","","vic:rail:RMD","1","Level 0"
"26289","Sunbury Rail Replacement Bus Stop","-37.57902248","144.72844185","","vic:rail:SUY","1","Level 0"
"26290","Sunshine Rail Replacement Bus Stop","-37.78904930","144.83284051","","vic:rail:SUN","1","Level 0"
"26304","Watergardens Rail Replacement Bus Stop","-37.70072556","144.77430593","","vic:rail:WGS","1","Level 0"
"26508","Footscray Station","-37.80171835","144.90244301","","vic:rail:FSY","1","Level 0"
"26509","Footscray Station","-37.80188848","144.90238141","","vic:rail:FSY","1","Level 0"
"26529","Sunbury Station","-37.57922070","144.72797158","","vic:rail:SUY","1","Level 0"
"26530","Sunshine Station","-37.78827451","144.83285179","","vic:rail:SUN","1","Level 0"
"26531","Sunshine Station","-37.78833609","144.83277050","","vic:rail:SUN","1","Level 0"
"26532","Sunshine Station","-37.78837904","144.83265570","","vic:rail:SUN","1","Level 0"
"26533","Sunshine Station","-37.78835810","144.83249733","","vic:rail:SUN","1","Level 0"
"43469","Wendouree Station","-37.53973228","143.81999895","","vic:rail:WED","1","Level 0"
"44951","Creswick Station","-37.42460539","143.88812365","","vic:rail:CWK","1","Level 0"
"44952","Clunes Station","-37.30273815","143.78201108","","vic:rail:CLU","1","Level 0"
"44953","Maryborough Station","-37.05090849","143.74240234","","vic:rail:MBY","1","Level 0"
"47482","Talbot Station","-37.17184115","143.70614796","","vic:rail:TAT","1","Level 0"
"47641","Waurn Ponds Station","-38.21595887","144.30643720","","vic:rail:WPP","1","Level 0"
"47642","Epsom Station","-36.70675355","144.32092450","","vic:rail:EPM","1","Level 0"
"47647","Wyndham Vale Station","-37.87288647","144.60873191","","vic:rail:WVL","1","Level 0"
"47648","Tarneit Station","-37.83216813","144.69471438","","vic:rail:TNT","1","Level 0"
"48804","Cobblebank Station","-37.71252223","144.60384768","","vic:rail:TLN","1","Level 0"
"49295","Raywood Station","-36.53420922","144.20141492","","vic:rail:RAY","1","Level 0"
"49296","Huntly Station","-36.66639019","144.36825821","","vic:rail:HUY","1","Level 0"
"51809","Goornong Station","-36.61480046","144.50455978","","vic:rail:GRG","1","Level 0"
"52011","Caroline Springs Station","-37.76609003","144.73571556","","vic:rail:RVH","1","Level 0"
"nsw:rail:ABY","Albury Railway Station","-36.08504590","146.92438140","1","","1",""
"vic:rail:ARR","Ardeer Railway Station","-37.78306529","144.80218807","1","","1",""
"vic:rail:ART","Ararat Railway Station","-37.28224082","142.93691176","1","","1",""
"vic:rail:AVL","Avenel Railway Station","-36.89364778","145.22951498","1","","1",""
"vic:rail:BAH","Bacchus Marsh Railway Station","-37.68757821","144.43678516","1","","1",""
"vic:rail:BAT-V","Ballarat Railway Station","-37.55879148","143.85945743","1","","1",""
"vic:rail:BDE","Bairnsdale Railway Station","-37.82872043","147.62761375","1","","1",""
"vic:rail:BET","Beaufort Railway Station","-37.42762724","143.38238116","1","","1",""
"vic:rail:BEW","Berwick Railway Station","-38.03998037","145.34541666","1","","1",""
"vic:rail:BGE","Birregurra Railway Station","-38.32880781","143.78362521","1","","1",""
"vic:rail:BGO","Bendigo Railway Station","-36.76566973","144.28300893","1","","1",""
"vic:rail:BLN","Ballan Railway Station","-37.60429951","144.22544803","1","","1",""
"vic:rail:BMS","Broadmeadows Railway Station","-37.68304926","144.91961322","1","","1",""
"vic:rail:BRF","Broadford Railway Station","-37.20720049","145.04300790","1","","1",""
"vic:rail:BXA","Benalla Railway Station","-36.54455031","145.98391505","1","","1",""
"vic:rail:BYP","Bunyip Railway Station","-38.09910771","145.72075749","1","","1",""
"vic:rail:CFD","Caulfield Railway Station","-37.87745946","145.04252478","1","","1",""
"vic:rail:CFD_BR1","Bike & Ride","-37.87673556","145.04180495","3","vic:rail:CFD","","Level 0"
"vic:rail:CFD_ConX","Connex","-37.87745946","145.04252478","","vic:rail:CFD","","Level 0"
"vic:rail:CFD_DP1","Decision point 1","-37.87745864","145.04193360","3","vic:rail:CFD","","Level 1"
"vic:rail:CFD_DP2","Decision point 2","-37.87706211","145.04193273","3","vic:rail:CFD","","Level -1"
"vic:rail:CFD_DP3","Decision point 3","-37.87688516","145.04213069","3","vic:rail:CFD","","Level -1"
"vic:rail:CFD_DP4","Decision point 4","-37.87726595","145.04226841","3","vic:rail:CFD","","Level 1"
"vic:rail:CFD_EN1","Normanby Rd","-37.87735653","145.04175439","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_EN2","Normanby Rd","-37.87754217","145.04207919","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_EN3","Normanby Rd","-37.87734601","145.04166372","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_EN4","Sir John Monash Dr","-37.87702387","145.04234304","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_EN5","Sir John Monash Dr","-37.87730205","145.04281318","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_EN6","Sir John Monash Dr","-37.87676504","145.04195197","2","vic:rail:CFD","1","Level 0"
"vic:rail:CFD_KR1","Kiss & Ride","-37.87773228","145.04213100","3","vic:rail:CFD","","Level 0"
"vic:rail:CFD_PR1","Park & Ride","-37.87806154","145.04296362","3","vic:rail:CFD","","Level 0"
"vic:rail:CFD_TX1","Taxi Zone","-37.87717499","145.04275970","3","vic:rail:CFD","","Level 0"
"vic:rail:CGB","Craigieburn Railway Station","-37.60192480","144.94330601","1","","1",""
"vic:rail:CGB_BR1","Bike & Ride","-37.60257288","144.94274446","3","vic:rail:CGB","","Level 0"
"vic:rail:CGB_ConX","Connex","-37.60181690","144.94332031","","vic:rail:CGB","","Level 0"
"vic:rail:CGB_DP1","Decision point 1","-37.60219654","144.94286810","3","vic:rail:CGB","","Level 1"
"vic:rail:CGB_DP2","Decision point 2","-37.60230364","144.94280852","3","vic:rail:CGB","","Level 1"
"vic:rail:CGB_EN1","Hothlyn Dr","-37.60217734","144.94280067","2","vic:rail:CGB","1","Level 0"
"vic:rail:CGB_EN2","Hothlyn Dr","-37.60233027","144.94278513","2","vic:rail:CGB","1","Level 0"
"vic:rail:CGB_EN3","Potter St","-37.60165871","144.94355121","2","vic:rail:CGB","1","Level 0"
"vic:rail:CGB_KR1","Kiss & Ride","-37.60238274","144.94269307","3","vic:rail:CGB","","Level 0"
"vic:rail:CGB_PR1","Park & Ride 1","-37.60263179","144.94250497","3","vic:rail:CGB","","Level 0"
"vic:rail:CGB_PR2","Park & Ride 2","-37.60220259","144.94580165","3","vic:rail:CGB","","Level 0"
"vic:rail:CGB_TX1","Taxi Zone","-37.60204262","144.94282703","3","vic:rail:CGB","","Level 0"
"vic:rail:CHI","Chiltern Railway Station","-36.15563663","146.61137475","1","","1",""
"vic:rail:CKF","Clarkefield Railway Station","-37.48349769","144.74537264","1","","1",""
"vic:rail:CLA","Clayton Railway Station","-37.92468255","145.12053436","1","","1",""
"vic:rail:CLA_BR1","Bike & Ride","-37.92478364","145.12065693","3","vic:rail:CLA","","Level 0"
"vic:rail:CLA_ConX","Connex","-37.92468255","145.12053436","","vic:rail:CLA","","Level 0"
"vic:rail:CLA_DP1","Decision Point 1","-37.92457573","145.12061672","3","vic:rail:CLA","","Level 0"
"vic:rail:CLA_EN1","Clayton Rd","-37.92431823","145.12029335","2","vic:rail:CLA","1","Level 0"
"vic:rail:CLA_LI1","Lift","-37.92451140","145.12053872","3","vic:rail:CLA","","Level 0"
"vic:rail:CLA_PR1","Park & Ride","-37.92651312","145.12286554","3","vic:rail:CLA","","Level 0"
"vic:rail:CLU","Clunes Railway Station","-37.30301059","143.78208969","1","","1",""
"vic:rail:CME","Castlemaine Railway Station","-37.06284167","144.21397878","1","","1",""
"vic:rail:COL","Colac Railway Station","-38.34337792","143.58665305","1","","1",""
"vic:rail:COR","Corio Railway Station","-38.07283126","144.37976842","1","","1",""
"vic:rail:CPD","Camperdown Railway Station","-38.22890091","143.15092780","1","","1",""
"vic:rail:CWK","Creswick Railway Station","-37.42460539","143.88812365","1","","1",""
"vic:rail:DBK","Donnybrook Railway Station","-37.54202766","144.97020358","1","","1",""
"vic:rail:DEK","Deer Park Railway Station","-37.77728102","144.77108058","1","","1",""
"vic:rail:DGE","Dingee Railway Station","-36.36923291","144.23112034","1","","1",""
"vic:rail:DNG","Dandenong Railway Station","-37.98996792","145.20972537","1","","1",""
"vic:rail:DNG_BR1","Bike & Ride","-37.98956704","145.21003117","3","vic:rail:DNG","","Level 0"
"vic:rail:DNG_ConX","Connex","-37.98996792","145.20972537","","vic:rail:DNG","","Level 0"
"vic:rail:DNG_DP1","Decision point 1","-37.99030729","145.20952354","3","vic:rail:DNG","","Level 1"
"vic:rail:DNG_DP2","Decision point 2","-37.98998645","145.20975908","3","vic:rail:DNG","","Level 1"
"vic:rail:DNG_DP3","Decision point 3","-37.98989741","145.20982956","3","vic:rail:DNG","","Level 1"
"vic:rail:DNG_DP4","Decision point 4","-37.98974582","145.20993573","3","vic:rail:DNG","","Level 1"
"vic:rail:DNG_DP5","Decision point 5","-37.99003912","145.20966670","3","vic:rail:DNG","","Level 1"
"vic:rail:DNG_DP6","Decision point 6","-37.99001313","145.20973566","3","vic:rail:DNG","","Level 1"
"vic:rail:DNG_DP7","Decision point 7","-37.99005038","145.20981446","3","vic:rail:DNG","","Level 1"
"vic:rail:DNG_DP8","Decision point 8","-37.98997190","145.20998717","3","vic:rail:DNG","","Level 0"
"vic:rail:DNG_EN1","Cheltenham Rd","-37.99042648","145.20965729","2","vic:rail:DNG","1","Level 0"
"vic:rail:DNG_EN2","Cheltenham Rd","-37.99049353","145.20991756","2","vic:rail:DNG","1","Level 0"
"vic:rail:DNG_EN3","Foster St","-37.98957154","145.21032712","2","vic:rail:DNG","1","Level 0"
"vic:rail:DNG_EN4","Foster St","-37.98972867","145.20999308","2","vic:rail:DNG","1","Level 0"
"vic:rail:DNG_EN5","Ruddock St","-37.98986155","145.20984182","2","vic:rail:DNG","1","Level 0"
"vic:rail:DNG_LI1","Lift 1","-37.99007636","145.20974551","3","vic:rail:DNG","","Level 1"
"vic:rail:DNG_LI2","Lift 2","-37.98993361","145.20984007","3","vic:rail:DNG","","Level 0"
"vic:rail:DNG_PR1","Park & Ride","-37.99086860","145.21028421","3","vic:rail:DNG","","Level 0"
"vic:rail:DNG_PR2","Park & Ride 2","-37.99024441","145.21131283","3","vic:rail:DNG","","Level 0"
"vic:rail:DNG_TX1","Taxi Zone","-37.98930181","145.20977572","3","vic:rail:DNG","","Level 0"
"vic:rail:DRN","Drouin Railway Station","-38.13645190","145.85594693","1","","1",""
"vic:rail:EAG-V","Eaglehawk Railway Station","-36.71852539","144.24837990","1","","1",""
"vic:rail:ECH","Echuca Railway Station","-36.13098223","144.75345866","1","","1",""
"vic:rail:EME","Elmore Railway Station","-36.49502002","144.60775752","1","","1",""
"vic:rail:EOA","Euroa Railway Station","-36.74918387","145.56802043","1","","1",""
"vic:rail:EPM","Epsom Railway Station","-36.70628781","144.32105260","1","","1",""
"vic:rail:ESD","Essendon Railway Station","-37.75601170","144.91619750","1","","1",""
"vic:rail:ESD_ConX","Connex","-37.75601170","144.91619750","","vic:rail:ESD","","Level 0"
"vic:rail:ESD_DP1","Decision point 1","-37.75623246","144.91594160","3","vic:rail:ESD","","Level -1"
"vic:rail:ESD_DP2","Decision point 2","-37.75623607","144.91614580","3","vic:rail:ESD","","Level -1"
"vic:rail:ESD_DP3","Decision point 3","-37.75622288","144.91641859","3","vic:rail:ESD","","Level -1"
"vic:rail:ESD_EN1","Rose St","-37.75593422","144.91589321","2","vic:rail:ESD","1","Level 0"
"vic:rail:ESD_EN2","Rose St","-37.75637578","144.91589217","2","vic:rail:ESD","1","Level 0"
"vic:rail:ESD_EN3","Russell St","-37.75610678","144.91647859","2","vic:rail:ESD","1","Level 0"
"vic:rail:ESD_EN4","Russell St","-37.75672728","144.91640443","2","vic:rail:ESD","1","Level 0"
"vic:rail:ESD_PR1","Park & Ride 1","-37.75399604","144.91585680","3","vic:rail:ESD","","Level 0"
"vic:rail:ESD_PR2","Park and Ride 2","-37.75517685","144.91689060","3","vic:rail:ESD","","Level 0"
"vic:rail:FSS","Flinders Street Railway Station","-37.81830513","144.96696435","1","","1",""
"vic:rail:FSS_CN1","Outer Concourse","-37.81787532","144.96712382","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_ConX","Connex","-37.81830513","144.96696435","","vic:rail:FSS","","Level 0"
"vic:rail:FSS_dDP1","Degraves St DP 1","-37.81738477","144.96585360","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_dDP2","Degraves St DP 2","-37.81775683","144.96600243","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_dDP3","Degraves St DP 3","-37.81794814","144.96612214","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_dDP4","Degraves St DP 4","-37.81808345","144.96612978","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_dDP5","Degraves St DP 5","-37.81824696","144.96620482","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_dDP6","Degraves St DP 6","-37.81838325","144.96626924","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_dDP7","Degraves St DP 7","-37.81854676","144.96634427","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_dDP8","Degraves St DP 8","-37.81868324","144.96642004","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_dDP9","Degraves St DP 9","-37.81884655","144.96648372","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_dEN1","Degraves St","-37.81800238","144.96613201","2","vic:rail:FSS","1","Level 0"
"vic:rail:FSS_dEN2","Campbell Arcade","-37.81782438","144.96573929","2","vic:rail:FSS","1","Level 0"
"vic:rail:FSS_dEN3","Campbell Arcade","-37.81770592","144.96618559","2","vic:rail:FSS","1","Level 0"
"vic:rail:FSS_dEN4","Campbell Arcade","-37.81734835","144.96583188","2","vic:rail:FSS","1","Level 0"
"vic:rail:FSS_DP1","Decision point 1","-37.81792466","144.96684982","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_DP2","Decision point 2","-37.81805175","144.96690314","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_DP3","Decision point 3","-37.81818784","144.96695620","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_DP4","Decision point 4","-37.81837876","144.96705321","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_DP5","Decision point 5","-37.81851505","144.96711763","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_DP6","Decision point 6","-37.81866975","144.96720427","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_DP7","Decision point 7","-37.81860220","144.96746740","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_eDP1","Elizabeth St DP1","-37.81831057","144.96519202","3","vic:rail:FSS","","Level 0"
"vic:rail:FSS_eDP2","Elizabeth St DP2","-37.81838321","144.96522411","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_eDP3","Elizabeth St DP3","-37.81833094","144.96532778","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_eDP4","Elizabeth St DP4","-37.81851950","144.96528852","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_eDP5","Elizabeth St DP5","-37.81865579","144.96535294","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_eDP6","Elizabeth St DP6","-37.81878308","144.96541761","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_eDP7","Elizabeth St DP7","-37.81887393","144.96546055","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_eDP8","Elizabeth St DP8","-37.81901003","144.96551362","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_eDP9","Elizabeth St DP9","-37.81839104","144.96515573","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_eEN1","Elizabeth St","-37.81829137","144.96512439","2","vic:rail:FSS","1","Level 0"
"vic:rail:FSS_eEN2","Elizabeth St","-37.81827434","144.96518166","2","vic:rail:FSS","1","Level 0"
"vic:rail:FSS_LI2","Platform 2/3 Lift","-37.81801787","144.96702903","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_LI3","Platform 4/5 Lift","-37.81813674","144.96712801","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_LI4","Platform 6/7 Lift","-37.81832766","144.96722501","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_LI5","Platform 8/9 Lift","-37.81847295","144.96728919","3","vic:rail:FSS","","Level 1"
"vic:rail:FSS_LI7","Platform 1 lift","-37.81809207","144.96610683","3","vic:rail:FSS","","Level 0"
"vic:rail:FSS_sEN1","Flinders St","-37.81771436","144.96719640","2","vic:rail:FSS","1","Level 0"
"vic:rail:FSS_sEN2","Swanston St","-37.81798851","144.96741608","2","vic:rail:FSS","1","Level 0"
"vic:rail:FSS_sEN3","Swanston St","-37.81843340","144.96760835","2","vic:rail:FSS","1","Level 0"
"vic:rail:FSS_yDP1","Yarra River DP1","-37.81905546","144.96553509","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_yDP2","Yarra River DP2","-37.81909500","144.96521592","3","vic:rail:FSS","","Level -1"
"vic:rail:FSS_yEN1","Yarra River","-37.81913594","144.96549880","2","vic:rail:FSS","1","Level 0"
"vic:rail:FSS_yEN2","Yarra River","-37.81912966","144.96513545","2","vic:rail:FSS","1","Level 0"
"vic:rail:FSY","Footscray Railway Station","-37.80141343","144.90202006","1","","1",""
"vic:rail:FSY_BR1","Bike & Ride","-37.80160006","144.90136740","3","vic:rail:FSY","","Level 0"
"vic:rail:FSY_CN1","Concourse","-37.80161352","144.90161689","3","vic:rail:FSY","","Level 1"
"vic:rail:FSY_ConX","Connex","-37.80108298","144.90319922","","vic:rail:FSY","","Level 0"
"vic:rail:FSY_DP1","Decision point 1","-37.80134796","144.90188562","3","vic:rail:FSY","","Level -1"
"vic:rail:FSY_DP2","Decision point 2","-37.80184801","144.90112188","3","vic:rail:FSY","","Level 1"
"vic:rail:FSY_DP3","Decision point 3","-37.80164418","144.90182045","3","vic:rail:FSY","","Level 1"
"vic:rail:FSY_DP4","Decision point 4","-37.80170561","144.90172785","3","vic:rail:FSY","","Level 1"
"vic:rail:FSY_DP5","Decision point 5","-37.80179872","144.90189558","3","vic:rail:FSY","","Level 1"
"vic:rail:FSY_DP6","Decision point 6","-37.80194647","144.90209583","3","vic:rail:FSY","","Level 1"
"vic:rail:FSY_DP7","Decision point 7","-37.80207895","144.90194444","3","vic:rail:FSY","","Level 1"
"vic:rail:FSY_DP8","Decision point 8","-37.80204211","144.90190005","3","vic:rail:FSY","","Level 1"
